COMMUNITY AREA NAME,CENSUS BLOCK,BUILDING TYPE,BUILDING_SUBTYPE,KWH JANUARY 2010,KWH FEBRUARY 2010,KWH MARCH 2010,KWH APRIL 2010,KWH MAY 2010,KWH JUNE 2010,KWH JULY 2010,KWH AUGUST 2010,KWH SEPTEMBER 2010,KWH OCTOBER 2010,KWH NOVEMBER 2010,KWH DECEMBER 2010,TOTAL KWH,ELECTRICITY ACCOUNTS,ZERO KWH ACCOUNTS,THERM JANUARY 2010,THERM FEBRUARY 2010,THERM MARCH 2010,TERM APRIL 2010,THERM MAY 2010,THERM JUNE 2010,THERM JULY 2010,THERM AUGUST 2010,THERM SEPTEMBER 2010,THERM OCTOBER 2010,THERM NOVEMBER 2010,THERM DECEMBER 2010,TOTAL THERMS,GAS ACCOUNTS,KWH TOTAL SQFT,THERMS TOTAL SQFT,KWH MEAN 2010,KWH STANDARD DEVIATION 2010,KWH MINIMUM 2010,KWH 1ST QUARTILE 2010,KWH 2ND QUARTILE 2010,KWH 3RD QUARTILE 2010,KWH MAXIMUM 2010,KWH SQFT MEAN 2010,KWH SQFT STANDARD DEVIATION 2010,KWH SQFT MINIMUM 2010,KWH SQFT 1ST QUARTILE 2010,KWH SQFT 2ND QUARTILE 2010,KWH SQFT 3RD QUARTILE 2010,KWH SQFT MAXIMUM 2010,THERM MEAN 2010,THERM STANDARD DEVIATION 2010,THERM MINIMUM 2010,THERM 1ST QUARTILE 2010,THERM 2ND QUARTILE 2010,THERM 3RD QUARTILE 2010,THERM MAXIMUM 2010,THERMS SQFT MEAN 2010,THERMS SQFT STANDARD DEVIATION 2010,THERMS SQFT MINIMUM 2010,THERMS SQFT 1ST QUARTILE 2010,THERMS SQFT 2ND QUARTILE 2010,THERMS SQFT 3RD QUARTILE 2010,THERMS SQFT MAXIMUM 2010,TOTAL POPULATION,TOTAL UNITS,AVERAGE STORIES,AVERAGE BUILDING AGE,AVERAGE HOUSESIZE,OCCUPIED UNITS,OCCUPIED UNITS PERCENTAGE,RENTER-OCCUPIED HOUSING UNITS,RENTER-OCCUPIED HOUSING PERCENTAGE,OCCUPIED HOUSING UNITS
Brighton Park,170318142001028.0,Commercial,Commercial,1186.0,828.0,537.0,457.0,618.0,897.0,824.0,591.0,203.0,611.0,1205.0,1286.0,9243.0,Less than 4,3,,,,,,,,,,,,,,,133100.0,,9243.0,,9243.0,9243.0,9243.0,9243.0,9243.0,133100.0,,133100.0,133100.0,133100.0,133100.0,133100.0,,,,,,,,,,,,,,,,,2.0,26.0,,,,,,
Burnside,170314701002012.0,Residential,Multi < 7,183.0,189.0,302.0,179.0,560.0,687.0,917.0,633.0,595.0,681.0,2777.0,4265.0,11968.0,Less than 4,4,,,,,,,,,,,,,,,1600.0,,11968.0,,11968.0,11968.0,11968.0,11968.0,11968.0,1600.0,,1600.0,1600.0,1600.0,1600.0,1600.0,,,,,,,,,,,,,,,41.0,22.0,2.0,117.0,3.15,13.0,0.5909,5.0,0.385,13.0
Calumet Heights,170314803002009.0,Residential,Multi < 7,0.0,786.0,693.0,867.0,788.0,806.0,1006.0,1142.0,887.0,3025.0,2033.0,1869.0,13902.0,4,8,585.0,,1079.0,259.0,170.0,110.0,72.0,78.0,86.0,88.0,165.0,475.0,3167.0,5,2728.0,2728.0,13902.0,,13902.0,13902.0,13902.0,13902.0,13902.0,2728.0,,2728.0,2728.0,2728.0,2728.0,2728.0,3167.0,,3167.0,3167.0,3167.0,3167.0,3167.0,2728.0,,2728.0,2728.0,2728.0,2728.0,2728.0,6.0,3.0,2.0,127.0,6.0,1.0,0.3333,0.0,0.0,1.0
Calumet Heights,170314805003000.0,Commercial,Commercial,,,,,,,,,,,,,,,0,1258.0,1210.0,738.0,313.0,124.0,31.0,32.0,30.0,27.0,113.0,363.0,1760.0,5999.0,Less than 4,,8900.0,,,,,,,,,,,,,,,1999.67,1722.21,704.0,704.0,1341.0,3954.0,3954.0,8900.0,,8900.0,8900.0,8900.0,8900.0,8900.0,0.0,0.0,1.0,44.0,0.0,0.0,,0.0,,0.0
Chatham,170314401011004.0,Residential,Multi 7+,812.0,699.0,1043.0,1272.0,1162.0,1082.0,1486.0,1239.0,1019.0,1320.0,1895.0,2115.0,15144.0,9,8,1521.0,1488.0,987.0,566.0,419.0,185.0,156.0,181.0,,423.0,408.0,931.0,7265.0,5,5298.0,5298.0,15144.0,,15144.0,15144.0,15144.0,15144.0,15144.0,5298.0,,5298.0,5298.0,5298.0,5298.0,5298.0,7265.0,,7265.0,7265.0,7265.0,7265.0,7265.0,5298.0,,5298.0,5298.0,5298.0,5298.0,5298.0,124.0,75.0,2.0,47.0,2.64,47.0,0.6267,38.0,0.809,47.0
Chatham,170314401013004.0,Commercial,Commercial,344.0,1264.0,2445.0,1648.0,1188.0,1499.0,1903.0,1473.0,1176.0,2368.0,2511.0,2228.0,20047.0,5,6,391.0,435.0,366.0,316.0,169.0,155.0,88.0,109.0,119.0,195.0,383.0,961.0,3687.0,6,2236.0,2236.0,20047.0,,20047.0,20047.0,20047.0,20047.0,20047.0,2236.0,,2236.0,2236.0,2236.0,2236.0,2236.0,3687.0,,3687.0,3687.0,3687.0,3687.0,3687.0,2236.0,,2236.0,2236.0,2236.0,2236.0,2236.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0
Chatham,170314402022005.0,Residential,Multi < 7,3051.0,2477.0,2229.0,2270.0,2754.0,4012.0,4117.0,2758.0,2345.0,2473.0,4191.0,5319.0,37996.0,6,3,,,,,,,,,,,,,,,7927.0,,37996.0,,37996.0,37996.0,37996.0,37996.0,37996.0,7927.0,,7927.0,7927.0,7927.0,7927.0,7927.0,,,,,,,,,,,,,,,7.0,4.0,1.0,0.0,1.75,4.0,1.0,3.0,0.75,4.0
Chatham,170314402012011.0,Commercial,Multi < 7,858.0,1798.0,2963.0,3276.0,2774.0,3022.0,3507.0,5807.0,3780.0,2383.0,5521.0,4138.0,39827.0,8,6,3085.0,2673.0,1083.0,690.0,827.0,113.0,142.0,99.0,183.0,356.0,969.0,2389.0,12609.0,13,,8580.0,13275.67,4330.24,8839.0,8839.0,13497.0,17491.0,17491.0,,,,,,,,3152.25,4061.37,63.0,598.0,1731.0,5706.5,9084.0,8580.0,,8580.0,8580.0,8580.0,8580.0,8580.0,103.0,48.0,1.0,0.0,2.51,41.0,0.8542,29.0,0.707,41.0
Chicago Lawn,170316603011019.0,Residential,Multi 7+,0.0,0.0,95.0,405.0,447.0,463.0,392.0,422.0,510.0,546.0,503.0,227.0,4010.0,9,6,,,,,,,,,,,,,,,300.0,,4010.0,,4010.0,4010.0,4010.0,4010.0,4010.0,300.0,,300.0,300.0,300.0,300.0,300.0,,,,,,,,,,,,,,,55.0,43.0,2.0,46.0,1.72,32.0,0.7442,30.0,0.938,32.0
Chicago Lawn,170316603022006.0,Residential,Multi < 7,881.0,2190.0,610.0,733.0,818.0,2513.0,1342.0,881.0,743.0,569.0,1633.0,959.0,13872.0,Less than 4,1,,,,,,,,,,,,,,,1200.0,,13872.0,,13872.0,13872.0,13872.0,13872.0,13872.0,1200.0,,1200.0,1200.0,1200.0,1200.0,1200.0,,,,,,,,,,,,,,,14.0,4.0,3.0,84.0,4.67,3.0,0.75,3.0,1.0,3.0
Chicago Lawn,170316604003012.0,Commercial,Commercial,718.0,659.0,523.0,460.0,477.0,627.0,704.0,677.0,468.0,390.0,453.0,541.0,6697.0,5,1,224.0,265.0,170.0,42.0,16.0,14.0,31.0,18.0,30.0,28.0,63.0,179.0,1080.0,4,3550.0,3550.0,6697.0,,6697.0,6697.0,6697.0,6697.0,6697.0,3550.0,,3550.0,3550.0,3550.0,3550.0,3550.0,1080.0,,1080.0,1080.0,1080.0,1080.0,1080.0,3550.0,,3550.0,3550.0,3550.0,3550.0,3550.0,95.0,28.0,2.0,126.0,3.65,26.0,0.9286,13.0,0.5,26.0
East Garfield Park,170312712001020.0,Residential,Multi < 7,1791.0,2306.0,3054.0,3202.0,2728.0,3104.0,2276.0,2082.0,1634.0,3688.0,2494.0,3073.0,31432.0,5,3,1827.0,,1397.0,208.0,129.0,89.0,67.0,55.0,77.0,132.0,369.0,838.0,5188.0,5,1200.0,1200.0,31432.0,,31432.0,31432.0,31432.0,31432.0,31432.0,1200.0,,1200.0,1200.0,1200.0,1200.0,1200.0,5188.0,,5188.0,5188.0,5188.0,5188.0,5188.0,1200.0,,1200.0,1200.0,1200.0,1200.0,1200.0,13.0,6.0,3.0,98.0,3.25,4.0,0.6667,2.0,0.5,4.0
East Garfield Park,170312718001021.0,Commercial,Commercial,1311.0,1846.0,442.0,126.0,301.0,307.0,277.0,2648.0,3663.0,2619.0,3320.0,1040.0,17900.0,Less than 4,1,,,,,,,,,,,,,,,11100.0,,5966.67,1836.32,3874.0,3874.0,6717.0,7309.0,7309.0,5550.0,3464.82,3100.0,3100.0,5550.0,8000.0,8000.0,,,,,,,,,,,,,,,5.0,2.0,1.5,83.0,2.5,2.0,1.0,2.0,1.0,2.0
East Side,170315203003009.0,Residential,Multi < 7,395.0,355.0,485.0,523.0,843.0,1009.0,1169.0,583.0,523.0,444.0,842.0,754.0,7925.0,4,4,892.0,805.0,815.0,413.0,247.0,158.0,84.0,80.0,70.0,99.0,180.0,555.0,4398.0,7,2740.0,4740.0,7925.0,,7925.0,7925.0,7925.0,7925.0,7925.0,2740.0,,2740.0,2740.0,2740.0,2740.0,2740.0,2199.0,401.64,1915.0,1915.0,2199.0,2483.0,2483.0,2370.0,523.26,2000.0,2000.0,2370.0,2740.0,2740.0,71.0,22.0,2.0,104.5,3.23,22.0,1.0,11.0,0.5,22.0
East Side,170315203003014.0,Residential,Multi < 7,,,,,,,,,,,,,,,0,669.0,600.0,625.0,356.0,244.0,207.0,112.0,98.0,109.0,112.0,172.0,475.0,3779.0,5,,3780.0,,,,,,,,,,,,,,,1889.5,195.87,1751.0,1751.0,1889.5,2028.0,2028.0,1890.0,438.41,1580.0,1580.0,1890.0,2200.0,2200.0,57.0,20.0,2.0,117.0,3.17,18.0,0.9,2.0,0.111,18.0
East Side,170315205002030.0,Residential,Single Family,,,,,,,,,,,,,,,0,2872.0,2833.0,2610.0,1341.0,841.0,573.0,296.0,276.0,288.0,358.0,709.0,1932.0,14929.0,15,,11848.0,,,,,,,,,,,,,,,995.27,146.35,780.0,883.0,947.0,1123.0,1263.0,789.87,119.82,705.0,705.0,766.0,766.0,1149.0,36.0,17.0,1.0,60.73,2.12,17.0,1.0,0.0,0.0,17.0
Edgewater,170310302004010.0,Commercial,Multi < 7,371.0,919.0,887.0,1562.0,3133.0,3207.0,2998.0,3031.0,2371.0,2414.0,3743.0,2540.0,27176.0,7,1,,,,,,,,,,,,,,,7663.0,,27176.0,,27176.0,27176.0,27176.0,27176.0,27176.0,7663.0,,7663.0,7663.0,7663.0,7663.0,7663.0,,,,,,,,,,,,,,,88.0,39.0,3.0,46.0,2.38,37.0,0.9487,19.0,0.514,37.0
Englewood,170316809001017.0,Commercial,Multi < 7,361.0,284.0,241.0,229.0,263.0,343.0,421.0,418.0,258.0,292.0,392.0,172.0,3674.0,Less than 4,3,,,,,,,,,,,,,,,4560.0,,1837.0,2354.67,172.0,172.0,1837.0,3502.0,3502.0,2280.0,254.56,2100.0,2100.0,2280.0,2460.0,2460.0,,,,,,,,,,,,,,,26.0,12.0,2.0,113.5,4.33,6.0,0.5,5.0,0.833,6.0
Englewood,170316814003007.0,Commercial,Commercial,,,,,,,,,,,,,,,5,466.0,378.0,314.0,132.0,100.0,52.0,51.0,35.0,57.0,,,,1585.0,Less than 4,,1274.0,,,,,,,,,,,,,,,1585.0,,1585.0,1585.0,1585.0,1585.0,1585.0,1274.0,,1274.0,1274.0,1274.0,1274.0,1274.0,105.0,28.0,1.0,80.0,4.2,25.0,0.8929,16.0,0.64,25.0
Englewood,170318346002014.0,Commercial,Multi < 7,735.0,637.0,561.0,527.0,583.0,721.0,719.0,905.0,752.0,636.0,663.0,677.0,8116.0,Less than 4,3,,,,,,,,,,,,,,,5500.0,,4058.0,4925.71,575.0,575.0,4058.0,7541.0,7541.0,5500.0,,5500.0,5500.0,5500.0,5500.0,5500.0,,,,,,,,,,,,,,,52.0,28.0,2.0,101.0,2.48,21.0,0.75,12.0,0.571,21.0
Englewood,170318346003011.0,Residential,Multi < 7,0.0,0.0,0.0,7.0,3.0,46.0,44.0,34.0,59.0,43.0,3.0,0.0,239.0,Less than 4,0,,,,,,,,,,,,,,,2354.0,,239.0,,239.0,239.0,239.0,239.0,239.0,2354.0,,2354.0,2354.0,2354.0,2354.0,2354.0,,,,,,,,,,,,,,,4.0,7.0,2.0,121.0,2.0,2.0,0.2857,1.0,0.5,2.0
Englewood,170318346004008.0,Commercial,Multi < 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,381.0,266.0,1090.0,Less than 4,3,,,,,,,,,,,,,,,4396.0,,545.0,407.29,257.0,257.0,545.0,833.0,833.0,2198.0,506.29,1840.0,1840.0,2198.0,2556.0,2556.0,,,,,,,,,,,,,,,137.0,47.0,2.0,131.0,3.7,37.0,0.7872,21.0,0.568,37.0
Lower West Side,170313102002012.0,Residential,Single Family,,,,,,,,,,,,,,,4,346.0,,546.0,141.0,63.0,3.0,28.0,6.0,80.0,93.0,265.0,453.0,2024.0,Less than 4,,1456.0,,,,,,,,,,,,,,,2024.0,,2024.0,2024.0,2024.0,2024.0,2024.0,1456.0,,1456.0,1456.0,1456.0,1456.0,1456.0,44.0,25.0,2.0,126.0,2.0,22.0,0.88,16.0,0.727,22.0
Forest Glen,170311201003016.0,Residential,Multi < 7,0.0,2200.0,670.0,863.0,1106.0,1471.0,1527.0,1788.0,1241.0,596.0,1552.0,1875.0,14889.0,5,2,589.0,551.0,397.0,182.0,130.0,110.0,95.0,91.0,77.0,80.0,189.0,572.0,3063.0,6,,3766.0,14889.0,,14889.0,14889.0,14889.0,14889.0,14889.0,,,,,,,,1531.5,843.58,935.0,935.0,1531.5,2128.0,2128.0,3766.0,,3766.0,3766.0,3766.0,3766.0,3766.0,31.0,17.0,2.0,76.0,2.07,15.0,0.8824,11.0,0.733,15.0
Grand Boulevard,170313819002007.0,Residential,Single Family,1554.0,1218.0,1165.0,963.0,1295.0,1365.0,1471.0,1534.0,1032.0,1008.0,1001.0,2494.0,16100.0,4,2,313.0,,526.0,111.0,,115.0,51.0,43.0,72.0,204.0,470.0,858.0,2763.0,4,4944.0,4944.0,16100.0,,16100.0,16100.0,16100.0,16100.0,16100.0,4944.0,,4944.0,4944.0,4944.0,4944.0,4944.0,2763.0,,2763.0,2763.0,2763.0,2763.0,2763.0,4944.0,,4944.0,4944.0,4944.0,4944.0,4944.0,44.0,21.0,1.0,0.0,2.44,18.0,0.8571,14.0,0.778,18.0
Grand Boulevard,170318359002019.0,Residential,Multi 7+,,,,,,,,,,,,,,,0,836.0,678.0,485.0,270.0,209.0,216.0,191.0,129.0,232.0,192.0,325.0,708.0,4471.0,7,,11844.0,,,,,,,,,,,,,,,4471.0,,4471.0,4471.0,4471.0,4471.0,4471.0,11844.0,,11844.0,11844.0,11844.0,11844.0,11844.0,102.0,37.0,4.0,2.0,3.0,34.0,0.9189,34.0,1.0,34.0
Grand Boulevard,170318360003022.0,Commercial,Commercial,2205.0,2066.0,1924.0,352.0,513.0,302.0,330.0,401.0,351.0,366.0,526.0,2180.0,11516.0,Less than 4,0,,,,,,,,,,,,,,,14842.0,,3838.67,3233.82,257.0,257.0,4715.0,6544.0,6544.0,7421.0,453.96,7100.0,7100.0,7421.0,7742.0,7742.0,,,,,,,,,,,,,,,8.0,14.0,2.0,116.5,1.0,8.0,0.5714,7.0,0.875,8.0
Grand Boulevard,170318436002007.0,Residential,Multi 7+,414.0,390.0,303.0,260.0,269.0,353.0,428.0,398.0,276.0,202.0,205.0,249.0,3747.0,4,9,,,,,,,,,,,,,,,8748.0,,1873.5,2157.38,348.0,348.0,1873.5,3399.0,3399.0,8748.0,,8748.0,8748.0,8748.0,8748.0,8748.0,,,,,,,,,,,,,,,15.0,9.0,3.0,97.0,1.88,8.0,0.8889,4.0,0.5,8.0
Greater Grand Crossing,170316909005015.0,Commercial,Multi < 7,828.0,905.0,813.0,662.0,767.0,1055.0,1119.0,972.0,620.0,617.0,755.0,1024.0,10137.0,Less than 4,3,,,,,,,,,,,,,,,3002.0,,10137.0,,10137.0,10137.0,10137.0,10137.0,10137.0,3002.0,,3002.0,3002.0,3002.0,3002.0,3002.0,,,,,,,,,,,,,,,107.0,52.0,2.0,89.0,2.68,40.0,0.7692,29.0,0.725,40.0
Greater Grand Crossing,170316911001020.0,Residential,Multi < 7,65.0,2121.0,4689.0,2244.0,1939.0,2275.0,2424.0,5428.0,3393.0,3655.0,3086.0,5057.0,36376.0,7,0,812.0,699.0,511.0,208.0,142.0,107.0,84.0,87.0,107.0,112.0,264.0,785.0,3918.0,6,5115.0,5115.0,36376.0,,36376.0,36376.0,36376.0,36376.0,36376.0,5115.0,,5115.0,5115.0,5115.0,5115.0,5115.0,3918.0,,3918.0,3918.0,3918.0,3918.0,3918.0,5115.0,,5115.0,5115.0,5115.0,5115.0,5115.0,0.0,0.0,2.0,26.0,0.0,0.0,,0.0,,0.0
Greater Grand Crossing,170316913001009.0,Residential,Multi < 7,775.0,1206.0,1132.0,1155.0,1040.0,2011.0,2495.0,1728.0,1312.0,1315.0,1595.0,1960.0,17724.0,7,2,634.0,593.0,539.0,309.0,177.0,72.0,59.0,63.0,55.0,136.0,298.0,562.0,3497.0,5,4160.0,4160.0,17724.0,,17724.0,17724.0,17724.0,17724.0,17724.0,4160.0,,4160.0,4160.0,4160.0,4160.0,4160.0,3497.0,,3497.0,3497.0,3497.0,3497.0,3497.0,4160.0,,4160.0,4160.0,4160.0,4160.0,4160.0,47.0,23.0,2.0,45.0,2.24,21.0,0.9129,4.0,0.19,21.0
Greater Grand Crossing,170318418002052.0,Commercial,Multi < 7,,,,,,,,,,,,,,,5,682.0,756.0,454.0,325.0,139.0,38.0,11.0,8.0,7.0,85.0,270.0,608.0,3383.0,4,,5084.0,,,,,,,,,,,,,,,1691.5,881.76,1068.0,1068.0,1691.5,2315.0,2315.0,5084.0,,5084.0,5084.0,5084.0,5084.0,5084.0,24.0,12.0,2.0,102.0,3.43,7.0,0.5832,5.0,0.714,7.0
Hermosa,170312003002008.0,Residential,Multi 7+,2086.0,929.0,1323.0,1019.0,1454.0,1514.0,1221.0,1059.0,1057.0,2138.0,3058.0,5717.0,22575.0,9,14,21.0,90.0,19.0,58.0,17.0,53.0,9.0,43.0,14.0,55.0,14.0,104.0,497.0,8,2400.0,,5643.75,2342.93,2995.0,3672.0,5977.5,7615.5,7625.0,2400.0,,2400.0,2400.0,2400.0,2400.0,2400.0,165.67,100.2,62.0,62.0,173.0,262.0,262.0,,,,,,,,91.0,32.0,3.0,81.0,3.14,29.0,0.9063,17.0,0.586,29.0
Ashburn,170317003024055.0,Residential,Multi 7+,4248.0,2434.0,1295.0,1284.0,757.0,1685.0,1552.0,1001.0,900.0,1878.0,4473.0,5658.0,27165.0,Less than 4,5,,,,,,,,,,,,,,,7287.0,,27165.0,,27165.0,27165.0,27165.0,27165.0,27165.0,7287.0,,7287.0,7287.0,7287.0,7287.0,7287.0,,,,,,,,,,,,,,,42.0,16.0,2.0,43.0,2.63,16.0,1.0,14.0,0.875,16.0
Humboldt Park,170312315001002.0,Commercial,Multi < 7,0.0,548.0,2303.0,1842.0,1492.0,798.0,1618.0,1759.0,1796.0,1560.0,1467.0,1324.0,16507.0,Less than 4,0,,,,,,,,,,,,,,,2126.0,,16507.0,,16507.0,16507.0,16507.0,16507.0,16507.0,2126.0,,2126.0,2126.0,2126.0,2126.0,2126.0,,,,,,,,,,,,,,,97.0,33.0,1.0,0.0,4.22,23.0,0.697,14.0,0.609,23.0
Humboldt Park,170318367002007.0,Commercial,Commercial,,,,,,,,,,,,,,,0,5560.0,,3986.0,313.0,85.0,27.0,21.0,12.0,9.0,32.0,1238.0,2855.0,14138.0,Less than 4,,13042.0,,,,,,,,,,,,,,,7069.0,7112.08,2040.0,2040.0,7069.0,12098.0,12098.0,6521.0,6349.82,2031.0,2031.0,6521.0,11011.0,11011.0,0.0,0.0,1.0,33.0,0.0,0.0,,0.0,,0.0
Humboldt Park,170318421001008.0,Commercial,Commercial,2693.0,2698.0,2776.0,3522.0,3553.0,3920.0,3724.0,3686.0,3364.0,3299.0,3495.0,3456.0,40186.0,Less than 4,1,,,,,,,,,,,,,,,16700.0,,20093.0,2464.97,18350.0,18350.0,20093.0,21836.0,21836.0,8350.0,8980.26,2000.0,2000.0,8350.0,14700.0,14700.0,,,,,,,,,,,,,,,0.0,0.0,1.0,80.5,0.0,0.0,,0.0,,0.0
Hyde Park,170314111001002.0,Commercial,Multi 7+,21244.0,20556.0,17764.0,27532.0,25711.0,44002.0,54020.0,61445.0,28385.0,31014.0,27844.0,35967.0,395484.0,113,23,,,,,,,,,,,,,,,290650.0,,395484.0,,395484.0,395484.0,395484.0,395484.0,395484.0,290650.0,,290650.0,290650.0,290650.0,290650.0,290650.0,,,,,,,,,,,,,,,172.0,84.0,11.0,0.0,2.23,77.0,0.9167,9.0,0.1169,77.0
Hyde Park,170318362001004.0,Commercial,Multi < 7,332.0,5979.0,7913.0,3630.0,1344.0,3753.0,3483.0,1478.0,1288.0,5361.0,5650.0,17056.0,57267.0,22,14,,,,,,,,,,,,,,,21678.0,,7158.38,8162.43,669.0,1228.0,2839.0,12680.0,23104.0,5419.5,2778.08,1364.0,3682.0,6375.0,7157.0,7564.0,,,,,,,,,,,,,,,13.0,44.0,2.0,58.5,1.86,7.0,0.1591,7.0,1.0,7.0
Hyde Park,170314111002003.0,Commercial,Multi 7+,37322.0,37826.0,31642.0,38530.0,30989.0,34267.0,41869.0,44286.0,29262.0,38067.0,40031.0,46112.0,450203.0,32,4,,,,,,,,,,,,,,,193207.0,,450203.0,,450203.0,450203.0,450203.0,450203.0,450203.0,193207.0,,193207.0,193207.0,193207.0,193207.0,193207.0,,,,,,,,,,,,,,,512.0,144.0,15.0,39.0,2.15,123.0,0.8542,110.0,0.894,123.0
Irving Park,170311608001009.0,Commercial,Multi < 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,1690.0,2252.0,Less than 4,3,,,,,,,,,,,83.0,175.0,258.0,4,3504.0,3504.0,1126.0,168.29,1007.0,1007.0,1126.0,1245.0,1245.0,3504.0,,3504.0,3504.0,3504.0,3504.0,3504.0,129.0,36.77,103.0,103.0,129.0,155.0,155.0,3504.0,,3504.0,3504.0,3504.0,3504.0,3504.0,115.0,47.0,1.0,0.0,2.67,43.0,0.9148,31.0,0.721,43.0
Jefferson Park,170311102002013.0,Residential,Single Family,,,,,,,,,,,,,,,1,1439.0,1363.0,1134.0,801.0,472.0,296.0,194.0,192.0,182.0,204.0,392.0,762.0,7431.0,8,,7860.0,,,,,,,,,,,,,,,1486.2,363.41,1021.0,1280.0,1434.0,1799.0,1897.0,1572.0,389.6,880.0,1672.0,1748.0,1760.0,1800.0,41.0,17.0,2.0,86.2,2.93,14.0,0.8234,8.0,0.571,14.0
Kenwood,170313904002007.0,Residential,Multi 7+,172.0,140.0,102.0,83.0,95.0,109.0,148.0,136.0,92.0,56.0,57.0,63.0,1253.0,Less than 4,45,,,,,,,,,,,,,,,38688.0,,626.5,153.44,518.0,518.0,626.5,735.0,735.0,38688.0,,38688.0,38688.0,38688.0,38688.0,38688.0,,,,,,,,,,,,,,,253.0,188.0,3.0,96.0,1.76,144.0,0.7659,72.0,0.5,144.0
Lakeview,170310615001016.0,Residential,Single Family,1548.0,1750.0,1302.0,1437.0,1944.0,3038.0,3414.0,1952.0,1208.0,2262.0,1734.0,2206.0,23795.0,4,0,254.0,247.0,198.0,88.0,37.0,20.0,13.0,10.0,16.0,16.0,27.0,134.0,1060.0,4,4144.0,4144.0,23795.0,,23795.0,23795.0,23795.0,23795.0,23795.0,4144.0,,4144.0,4144.0,4144.0,4144.0,4144.0,1060.0,,1060.0,1060.0,1060.0,1060.0,1060.0,4144.0,,4144.0,4144.0,4144.0,4144.0,4144.0,93.0,55.0,1.0,0.0,1.98,47.0,0.8545,25.0,0.532,47.0
Lakeview,170310619023008.0,Commercial,Commercial,,,,,,,,,,,,,,,2,889.0,785.0,711.0,33.0,124.0,120.0,77.0,73.0,84.0,117.0,215.0,483.0,3711.0,Less than 4,,6598.0,,,,,,,,,,,,,,,3711.0,,3711.0,3711.0,3711.0,3711.0,3711.0,6598.0,,6598.0,6598.0,6598.0,6598.0,6598.0,643.0,516.0,1.0,124.0,1.35,477.0,0.9244,423.0,0.887,477.0
Lakeview,170310621001006.0,Commercial,Commercial,8137.0,6989.0,5197.0,5105.0,5480.0,6873.0,8987.0,11676.0,6652.0,6524.0,9806.0,12539.0,93965.0,6,4,536.0,522.0,419.0,212.0,120.0,96.0,82.0,88.0,91.0,87.0,117.0,298.0,2668.0,6,4083.0,4083.0,93965.0,,93965.0,93965.0,93965.0,93965.0,93965.0,4083.0,,4083.0,4083.0,4083.0,4083.0,4083.0,2668.0,,2668.0,2668.0,2668.0,2668.0,2668.0,4083.0,,4083.0,4083.0,4083.0,4083.0,4083.0,59.0,30.0,1.0,4.0,2.27,26.0,0.8667,14.0,0.5379,26.0
Lakeview,170310622001010.0,Commercial,Commercial,1046.0,1588.0,1338.0,829.0,898.0,1172.0,4195.0,3203.0,2731.0,860.0,2137.0,2291.0,22288.0,4,1,616.0,470.0,380.0,244.0,127.0,73.0,56.0,43.0,52.0,57.0,100.0,375.0,2593.0,4,1876.0,1876.0,22288.0,,22288.0,22288.0,22288.0,22288.0,22288.0,1876.0,,1876.0,1876.0,1876.0,1876.0,1876.0,2593.0,,2593.0,2593.0,2593.0,2593.0,2593.0,1876.0,,1876.0,1876.0,1876.0,1876.0,1876.0,148.0,87.0,1.0,4.0,1.92,77.0,0.8851,44.0,0.571,77.0
Lakeview,170310630001002.0,Commercial,Multi 7+,,,,,,,,,,,,,,,2,31791.0,23930.0,17080.0,7757.0,7984.0,12699.0,17060.0,16616.0,9955.0,6935.0,13568.0,28802.0,194177.0,Less than 4,,495628.0,,,,,,,,,,,,,,,194177.0,,194177.0,194177.0,194177.0,194177.0,194177.0,495628.0,,495628.0,495628.0,495628.0,495628.0,495628.0,14.0,7.0,14.0,83.0,2.0,7.0,1.0,7.0,1.0,7.0
Lakeview,170310632001002.0,Commercial,Multi 7+,,,,,,,,,,,,,,,1,38534.0,28514.0,19982.0,9874.0,5846.0,2432.0,2419.0,2409.0,2563.0,8561.0,18836.0,35087.0,175057.0,86,,244468.0,,,,,,,,,,,,,,,58352.33,92185.86,3620.0,3620.0,6652.0,164785.0,164785.0,122234.0,142332.11,21590.0,21590.0,122234.0,222878.0,222878.0,153.0,103.0,11.0,100.0,2.35,65.0,0.6311,65.0,1.0,65.0
Lincoln Park,170310701021003.0,Commercial,Municipal,369014.0,296329.0,244380.0,239837.0,265726.0,321854.0,315818.0,298449.0,230866.0,225314.0,331609.0,401390.0,3540586.0,14,1,,,,,,,,,,,,,,,25413.0,,3540586.0,,3540586.0,3540586.0,3540586.0,3540586.0,3540586.0,25413.0,,25413.0,25413.0,25413.0,25413.0,25413.0,,,,,,,,,,,,,,,245.0,230.0,1.0,0.0,1.14,215.0,0.9348,213.0,0.991,215.0
